Exch,Exchange Segment,Symbol,Token,Instrument Type,Instrument Name,Formatted Ins Name,Lot Size,Tick Size,Trading Symbol
BSE,bse_cm,NFL241025,730437,D,NFL-27-3-26-CP,NFL241025,1,0.01,NFL241025
BSE,bse_cm,NFL241025A,730438,D,NFL-22-1-26-CP,NFL241025A,1,0.01,NFL241025A
BSE,bse_cm,VCL241025,730439,D,VCL-22-4-26-CP,VCL241025,1,0.01,VCL241025
BSE,bse_cm,BGHP281025,730440,D,BGHPL-27-1-26-CP,BGHP281025,1,0.01,BGHP281025
BSE,bse_cm,JBCP281025,730441,D,JBCIPL-27-1-26-CP,JBCP281025,1,0.01,JBCP281025
BSE,bse_cm,SCCL271025,730442,D,SCCL-29-5-26-CP,SCCL271025,1,0.01,SCCL271025
BSE,bse_cm,SCSL291025,730444,D,SCSL-10-3-26-CP,SCSL291025,1,0.01,SCSL291025
BSE,bse_cm,GFL291025,730445,D,GFL-27-3-26-CP,GFL291025,1,0.01,GFL291025
BSE,bse_cm,UCL281025,730446,D,UCL-23-3-26-CP,UCL281025,1,0.01,UCL281025
BSE,bse_cm,NWIL281025,730447,D,NWIL-18-5-26-CP,NWIL281025,1,0.01,NWIL281025
BSE,bse_cm,NFL281025,730448,D,NFL-28-1-26-CP,NFL281025,1,0.01,NFL281025
BSE,bse_cm,GHFL281025,730449,D,GHFL-27-1-26-CP,GHFL281025,1,0.01,GHFL281025
BSE,bse_cm,PFL281025,730450,D,PFL-27-01-26-CP,PFL281025,1,0.01,PFL281025
BSE,bse_cm,SGFL281025,730451,D,SGFL-27-01-26-CP,SGFL281025,1,0.01,SGFL281025
BSE,bse_cm,TPCL291025,730452,D,TPCL-28-01-26-CP,TPCL291025,1,0.01,TPCL291025
BSE,bse_cm,SIL291025,730453,D,SIL-27-1-26-CP,SIL291025,1,0.01,SIL291025
BSE,bse_cm,NFL291025,730454,D,NFL-27-04-26-CP,NFL291025,1,0.01,NFL291025
BSE,bse_cm,MAFS291025,730455,D,MAFSIPL-27-01-26-CP,MAFS291025,1,0.01,MAFS291025
BSE,bse_cm,SCCL291025,730456,D,SCCL-12-06-26-CP,SCCL291025,1,0.01,SCCL291025
BSE,bse_cm,NWML291025,730457,D,NWML-29-5-26-CP,NWML291025,1,0.01,NWML291025
BSE,bse_cm,GHFL291025,730458,D,GHFL-28-1-26-CP,GHFL291025,1,0.01,GHFL291025
BSE,bse_cm,OPL291025,730459,D,OPL-29-5-26-CP,OPL291025,1,0.01,OPL291025
BSE,bse_cm,OPL291025A,730460,D,OPL-2-6-26-CP,OPL291025A,1,0.01,OPL291025A
BSE,bse_cm,GHFL301025,730461,D,GHFL-29-1-26-CP,GHFL301025,1,0.01,GHFL301025
BSE,bse_cm,OPL291025B,730462,D,OPL-28-1-26-CP,OPL291025B,1,0.01,OPL291025B
BSE,bse_cm,BHFL291025,730463,D,BHFL-28-1-26-CP,BHFL291025,1,0.01,BHFL291025
BSE,bse_cm,AEL301025,730465,D,AEL-29-1-26-CP,AEL301025,1,0.01,AEL301025
BSE,bse_cm,TIAP311025,730466,D,TIAPL-12-5-26-CP,TIAP311025,1,0.01,TIAP311025
BSE,bse_cm,SSL301025,730467,D,SSL-29-1-26-CP,SSL301025,1,0.01,SSL301025
BSE,bse_cm,IFPL301025,730468,D,IFPL-5-6-26-CP,IFPL301025,1,0.01,IFPL301025
BSE,bse_cm,JKCL301025,730469,D,JKCL-30-12-25-CP,JKCL301025,1,0.01,JKCL301025
BSE,bse_cm,IFP301025,730470,D,IFPL-11-5-26-CP,IFP301025,1,0.01,IFP301025
BSE,bse_cm,FFS301025,730471,D,FFS-29-1-26-CP,FFS301025,1,0.01,FFS301025
BSE,bse_cm,N18MI31125,730473,D,N18MIL-02-02-26-CP,N18MI31125,1,0.01,N18MI31125
BSE,bse_cm,TRIL311025,730474,D,TRIL-30-1-26-CP,TRIL311025,1,0.01,TRIL311025
BSE,bse_cm,VCL311025,730475,D,VCL-30-1-26-CP,VCL311025,1,0.01,VCL311025
BSE,bse_cm,KIL031125,730476,D,KECIL-30-1-26-CP,KIL031125,1,0.01,KIL031125
BSE,bse_cm,IFPL311025,730477,D,IFPL-30-1-26,IFPL311025,1,0.01,IFPL311025
BSE,bse_cm,MFL311025,730478,D,MFL-16-9-26-CP,MFL311025,1,0.01,MFL311025
BSE,bse_cm,MFL031125,730479,D,MFL-25-09-26-CP,MFL031125,1,0.01,MFL031125
BSE,bse_cm,TPCL031125,730480,D,TPCL-02-02-26-CP,TPCL031125,1,0.01,TPCL031125
BSE,bse_cm,360OP31125,730481,D,360OPL-29-10-26-CP,360OP31125,1,0.01,360OP31125
BSE,bse_cm,360O031125,730482,D,360OPL-15-10-26-CP,360O031125,1,0.01,360O031125
BSE,bse_cm,360P031125,730483,D,360OPPL-05-10-26-CP,360P031125,1,0.01,360P031125
BSE,bse_cm,THDL031125,730484,D,THDL-2-2-26-CP,THDL031125,1,0.01,THDL031125
BSE,bse_cm,KFIL031125,730485,D,KFIL-30-1-26-CP,KFIL031125,1,0.01,KFIL031125
BSE,bse_cm,OWL031125,730486,D,OWL-15-9-26-CP,OWL031125,1,0.01,OWL031125
BSE,bse_cm,BFSL31125,730487,D,BFSL-03-02-26-CP,BFSL31125,1,0.01,BFSL31125
BSE,bse_cm,N18MIL41125,730488,D,N18MIL-03-02-26-CP,N18MIL41125,1,0.01,N18MIL41125
BSE,bse_cm,OWL031125A,730489,D,OWL-2-9-26-CP,OWL031125A,1,0.01,OWL031125A
BSE,bse_cm,KIL041125,730490,D,KIL-2-2-26-CP,KIL041125,1,0.01,KIL041125
BSE,bse_cm,AEL031125,730492,D,AEL-11-2-26-CP,AEL031125,1,0.01,AEL031125
BSE,bse_cm,JBC041125,730495,D,JBC-3-2-26-CP,JBC041125,1,0.01,JBC041125
BSE,bse_cm,NWML041125,730496,D,NWML-12-3-26-CP,NWML041125,1,0.01,NWML041125
BSE,bse_cm,UCL041125,730497,D,UCL-5-5-26-CP,UCL041125,1,0.01,UCL041125
BSE,bse_cm,MLDL41125,730498,D,MLDL-3-2-26-CP,MLDL41125,1,0.01,MLDL41125
BSE,bse_cm,ABHF041125,730499,D,ABHF-3-2-26-CP,ABHF041125,1,0.01,ABHF041125
BSE,bse_cm,SSL041125,730500,D,SSL-6-2-26-CP,SSL041125,1,0.01,SSL041125
BSE,bse_cm,BFL41125,730501,D,BFL-04-11-26-CP,BFL41125,1,0.01,BFL41125
BSE,bse_cm,AFL041125,730502,D,AFL-3-2-26-CP,AFL041125,1,0.01,AFL041125
BSE,bse_cm,MFL041125,730503,D,MFL-03-11-26-CP,MFL041125,1,0.01,MFL041125
BSE,bse_cm,SPT061125,730504,D,SPT-5-2-26-CP,SPT061125,1,0.01,SPT061125
BSE,bse_cm,MASFS61125,730505,D,MASFSL-05-02-26-CP,MASFS61125,1,0.01,MASFS61125
BSE,bse_cm,IHF061125,730506,D,IHF-5-2-26-CP,IHF061125,1,0.01,IHF061125
BSE,bse_cm,KECIL71125,730507,D,KECIL-05-02-26-CP,KECIL71125,1,0.01,KECIL71125
BSE,bse_cm,ABHF061125,730508,D,ABHFL-5-2-26-CP,ABHF061125,1,0.01,ABHF061125
BSE,bse_cm,JBCIP71125,730509,D,JBCIPL-06-02-26-CP,JBCIP71125,1,0.01,JBCIP71125
BSE,bse_cm,TSL061125,730510,D,TSL-10-2-26-CP,TSL061125,1,0.01,TSL061125
BSE,bse_cm,NWML71125,730511,D,NWML-11-09-26-CP,NWML71125,1,0.01,NWML71125
BSE,bse_cm,BFL61125,730512,D,BFL-6-11-26-CP,BFL61125,1,0.01,BFL61125
BSE,bse_cm,MFL061125,730514,D,MFL-15-9-26,MFL061125,1,0.01,MFL061125
BSE,bse_cm,LTL071125,730516,D,LTL-5-2-26-CP,LTL071125,1,0.01,LTL071125
BSE,bse_cm,BFSL061125,730517,D,BFSL-6-2-26-CP,BFSL061125,1,0.01,BFSL061125
BSE,bse_cm,TTL101125,730518,D,TTL-09-02-26-CP,TTL101125,1,0.01,TTL101125
BSE,bse_cm,TPCL101125,730519,D,TPCL-9-2-26-CP,TPCL101125,1,0.01,TPCL101125
BSE,bse_cm,VCL71125,730520,D,VCL-25-2-26-CP,VCL71125,1,0.01,VCL71125
BSE,bse_cm,NFL71125,730521,D,NFL-31-3-26-CP,NFL71125,1,0.01,NFL71125
BSE,bse_cm,ECLF71125,730522,D,ECLF-11-5-26-CP,ECLF71125,1,0.01,ECLF71125
BSE,bse_cm,SIL071125,730523,D,SIL-5-2-26-CP,SIL071125,1,0.01,SIL071125
BSE,bse_cm,NBAR071125,730524,D,NBAR-6-2-26-CP,NBAR071125,1,0.01,NBAR071125
BSE,bse_cm,JBC101125,730525,D,JBC-9-2-26-CP,JBC101125,1,0.01,JBC101125
BSE,bse_cm,JBCI101125,730526,D,JBCI-10-6-26-CP,JBCI101125,1,0.01,JBCI101125
BSE,bse_cm,NST71125,730527,D,NST-6-2-26-CP,NST71125,1,0.01,NST71125
BSE,bse_cm,N18M111125,730528,D,N18MIL-10-02-26-CP,N18M111125,1,0.01,N18M111125
BSE,bse_cm,ABRE111125,730529,D,ABREL-10-02-26-CP,ABRE111125,1,0.01,ABRE111125
BSE,bse_cm,JBCP111125,730530,D,JBCIPL-10-02-26-CP,JBCP111125,1,0.01,JBCP111125
BSE,bse_cm,PFL101125,730531,D,PFL-3-2-26-CP,PFL101125,1,0.01,PFL101125
BSE,bse_cm,NBA101125,730532,D,NBA-9-2-26-CP,NBA101125,1,0.01,NBA101125
BSE,bse_cm,OWL101125,730533,D,OWL-9-2-26-CP,OWL101125,1,0.01,OWL101125
BSE,bse_cm,MFL101125,730534,D,MFL-30-1-26-CP,MFL101125,1,0.01,MFL101125
BSE,bse_cm,NST101125,730535,D,NST-5-2-26-CP,NST101125,1,0.01,NST101125
BSE,bse_cm,AEL111125,730536,D,AEL-11-11-26-CP,AEL111125,1,0.01,AEL111125
BSE,bse_cm,ECLF111125,730537,D,ECLFL-21-05-26-CP,ECLF111125,1,0.01,ECLF111125
BSE,bse_cm,ECL111125,730538,D,ECL-10-08-26-CP,ECL111125,1,0.01,ECL111125
BSE,bse_cm,SIIL111125,730539,D,SIIL-9-2-26-CP,SIIL111125,1,0.01,SIIL111125
BSE,bse_cm,JSL121125,730540,D,JSL-10-2-26-CP,JSL121125,1,0.01,JSL121125
BSE,bse_cm,BFSL111125,730541,D,BFSL-10-02-26-CP,BFSL111125,1,0.01,BFSL111125
BSE,bse_cm,DCL111125,730542,D,DCL-10-2-26-CP,DCL111125,1,0.01,DCL111125
BSE,bse_cm,BGH121125,730543,D,BGH-11-2-26-CP,BGH121125,1,0.01,BGH121125
BSE,bse_cm,N18M121125,730544,D,N18MIL-11-02-26-CP,N18M121125,1,0.01,N18M121125
BSE,bse_cm,ABHF111125,730545,D,ABHF-10-2-26-CP,ABHF111125,1,0.01,ABHF111125
BSE,bse_cm,IHF121125,730546,D,IHF-11-2-26-CP,IHF121125,1,0.01,IHF121125
BSE,bse_cm,MFL121125,730547,D,MFL-21-09-26-CP,MFL121125,1,0.01,MFL121125
BSE,bse_cm,TBBT121125,730548,D,TBBT-12-11-26-CP,TBBT121125,1,0.01,TBBT121125
BSE,bse_cm,MAFS121125,730549,D,MAFS-11-2-26-CP,MAFS121125,1,0.01,MAFS121125
BSE,bse_cm,DCBL121125,730550,D,DCBL-11-02-26-CP,DCBL121125,1,0.01,DCBL121125
BSE,bse_cm,BFSL121125,730551,D,BFSL-11-02-26-CP,BFSL121125,1,0.01,BFSL121125
BSE,bse_cm,NFL121125,730552,D,NFL-11-5-26-CP,NFL121125,1,0.01,NFL121125
BSE,bse_cm,NFL121125A,730553,D,NFL-12-5-26-CP,NFL121125A,1,0.01,NFL121125A
BSE,bse_cm,CGC131125,730554,D,CGC-9-3-26-CP,CGC131125,1,0.01,CGC131125
BSE,bse_cm,NWIL121125,730555,D,NWIL-11-2-26-CP,NWIL121125,1,0.01,NWIL121125
BSE,bse_cm,RRVL121125,730556,D,RRVL-11-2-26-CP,RRVL121125,1,0.01,RRVL121125
BSE,bse_cm,BFL121125,730557,D,BFL-12-11-26-CP,BFL121125,1,0.01,BFL121125
BSE,bse_cm,BFSL131125,730558,D,BFSL-12-02-26-CP,BFSL131125,1,0.01,BFSL131125
BSE,bse_cm,NVF131125,730559,D,NVF-12-2-26-CP,NVF131125,1,0.01,NVF131125
BSE,bse_cm,AIL131125,730560,D,AIL-12-2-26-CP,AIL131125,1,0.01,AIL131125
BSE,bse_cm,GHFL131125,730561,D,GHFL-12-2-26-CP,GHFL131125,1,0.01,GHFL131125
BSE,bse_cm,RRVL131125,730562,D,RRVL-12-2-26-CP,RRVL131125,1,0.01,RRVL131125
BSE,bse_cm,KPIL131125,730563,D,KPIL-11-2-26-CP,KPIL131125,1,0.01,KPIL131125
BSE,bse_cm,BFL131125,730564,D,BFL-12-02-26-CP,BFL131125,1,0.01,BFL131125
BSE,bse_cm,SGF131125,730565,D,SGF-30-12-2025-CP,SGF131125,1,0.01,SGF131125
BSE,bse_cm,JBCI141125,730567,D,JBCIPL-13-02-26-CP,JBCI141125,1,0.01,JBCI141125
BSE,bse_cm,SCC141125,730568,D,SCC-10-9-26-CP,SCC141125,1,0.01,SCC141125
BSE,bse_cm,MLDL131125,730569,D,MLDL-10-2-26-CP,MLDL131125,1,0.01,MLDL131125
BSE,bse_cm,MML141125,730570,D,MML-13-5-26-CP,MML141125,1,0.01,MML141125
BSE,bse_cm,IFPL141125,730572,D,IFPL-13-2-26-CP,IFPL141125,1,0.01,IFPL141125
BSE,bse_cm,IFP141125,730573,D,IFPL-10-3-26-CP,IFP141125,1,0.01,IFP141125
BSE,bse_cm,DFPL141125,730574,D,DFPL-13-2-26-CP,DFPL141125,1,0.01,DFPL141125
BSE,bse_cm,DFP141125,730575,D,DFPL-14-5-26-CP,DFP141125,1,0.01,DFP141125
BSE,bse_cm,OPAL141125,730576,D,OPAL-13-5-26-CP,OPAL141125,1,0.01,OPAL141125
BSE,bse_cm,SL141125,730577,D,SL-13-2-26-CP,SL141125,1,0.01,SL141125
BSE,bse_cm,MFL141125,730578,D,MFL-13-2-26-CP,MFL141125,1,0.01,MFL141125
BSE,bse_cm,ABLB141125,730579,D,ABLBL-12-02-26-CP,ABLB141125,1,0.01,ABLB141125
BSE,bse_cm,SIL141125,730580,D,SIL-12-02-26-CP,SIL141125,1,0.01,SIL141125
BSE,bse_cm,NFL141125,730581,D,NFL-12-2-26-CP,NFL141125,1,0.01,NFL141125
BSE,bse_cm,BFSL141125,730582,D,BFSL-13-02-26-CP,BFSL141125,1,0.01,BFSL141125
BSE,bse_cm,RIL171125,730583,D,RIL-29-12-25-CP,RIL171125,1,0.01,RIL171125
BSE,bse_cm,NMIL141125,730584,D,NMIL-13-2-26-CP,NMIL141125,1,0.01,NMIL141125
BSE,bse_cm,ABHF141125,730585,D,ABHFL-13-2-26-CP,ABHF141125,1,0.01,ABHF141125
BSE,bse_cm,BFL141125,730586,D,BFL-13-2-26-CP,BFL141125,1,0.01,BFL141125
BSE,bse_cm,MFL171125,730587,D,MFL-16-02-26-CP,MFL171125,1,0.01,MFL171125
BSE,bse_cm,BFSL171125,730588,D,BFSL-16-02-26-CP,BFSL171125,1,0.01,BFSL171125
BSE,bse_cm,ABHF171125,730589,D,ABHFL-17-3-26-CP,ABHF171125,1,0.01,ABHF171125
BSE,bse_cm,SCCL181125,730590,D,SCCL-4-9-26-CP,SCCL181125,1,0.01,SCCL181125
BSE,bse_cm,JUPL181125,730591,D,JUPPL-17-2-26-CP,JUPL181125,1,0.01,JUPL181125
BSE,bse_cm,TBBT181125,730592,D,TBBTCL-16-2-26-CP,TBBT181125,1,0.01,TBBT181125
BSE,bse_cm,360O181125,730593,D,360OWL-17-02-26-CP,360O181125,1,0.01,360O181125
BSE,bse_cm,360W181125,730594,D,360OWL-19-05-26-CP,360W181125,1,0.01,360W181125
BSE,bse_cm,BGHP191125,730595,D,BGHPL-18-02-26-CP,BGHP191125,1,0.01,BGHP191125
BSE,bse_cm,DFRL181125,730596,D,DFPL-16-2-26-CP,DFRL181125,1,0.01,DFRL181125
BSE,bse_cm,BFL181125,730598,D,BFL-18-2-26-CP,BFL181125,1,0.01,BFL181125
BSE,bse_cm,IGHH191125,730599,D,IGHHPL-18-02-26-CP,IGHH191125,1,0.01,IGHH191125
BSE,bse_cm,IFPL181125,730600,D,IFPL-17-11-26-CP,IFPL181125,1,0.01,IFPL181125
BSE,bse_cm,MFL191125,730601,D,MFL-04-11-26-CP,MFL191125,1,0.01,MFL191125
BSE,bse_cm,ABRE201125,730602,D,ABREL-18-02-26-CP,ABRE201125,1,0.01,ABRE201125
BSE,bse_cm,PFL191125,730603,D,PFL-18-2-26-CP,PFL191125,1,0.01,PFL191125
BSE,bse_cm,IFPL191125,730604,D,IFPL-26-5-26-CP,IFPL191125,1,0.01,IFPL191125
BSE,bse_cm,OWL191125,730605,D,360OWL-18-2-26-CP,OWL191125,1,0.01,OWL191125
BSE,bse_cm,AEL191125,730606,D,AEL-30-1-26-CP,AEL191125,1,0.01,AEL191125
BSE,bse_cm,GFL201125,730607,D,GFL-18-2-26-CP,GFL201125,1,0.01,GFL201125
BSE,bse_cm,JBC201125,730608,D,JBC-19-2-26-CP,JBC201125,1,0.01,JBC201125
BSE,bse_cm,UCL191125,730609,D,UCL-26-2-26-CP,UCL191125,1,0.01,UCL191125
BSE,bse_cm,RRVL191125,730610,D,RRVL-18-2-26-CP,RRVL191125,1,0.01,RRVL191125
BSE,bse_cm,TIAP201125,730611,D,TIAPL-3-6-26-CP,TIAP201125,1,0.01,TIAP201125
BSE,bse_cm,MMFL201125,730612,D,MMFL-20-11-26-CP,MMFL201125,1,0.01,MMFL201125
BSE,bse_cm,PICL211125,730613,D,PICL-20-2-26-CP,PICL211125,1,0.01,PICL211125
BSE,bse_cm,IFPL201125,730614,D,IFPL-7-5-26-CP,IFPL201125,1,0.01,IFPL201125
BSE,bse_cm,BFSL201125,730615,D,BFSL-18-2-26-CP,BFSL201125,1,0.01,BFSL201125
BSE,bse_cm,KMPL211125,730616,D,KMPL-7-10-26-CP,KMPL211125,1,0.01,KMPL211125
BSE,bse_cm,CNHI211125,730617,D,CNHICPL-20-2-26-CP,CNHI211125,1,0.01,CNHI211125
BSE,bse_cm,RL211125,730618,D,RL-20-2-26-CP,RL211125,1,0.01,RL211125
BSE,bse_cm,DFPL201125,730619,D,DFPL-18-2-26-CP,DFPL201125,1,0.01,DFPL201125
BSE,bse_cm,JCL201125,730620,D,JCL-18-2-26-CP,JCL201125,1,0.01,JCL201125
BSE,bse_cm,FFSL201125,730621,D,FFSL-18-02-26-CP,FFSL201125,1,0.01,FFSL201125
BSE,bse_cm,IGHH211125,730622,D,IGHHPL-20-02-26-CP,IGHH211125,1,0.01,IGHH211125
BSE,bse_cm,SCCL211125,730623,D,SCCL-23-9-26-CP,SCCL211125,1,0.01,SCCL211125
BSE,bse_cm,TPCL211125,730624,D,TPCL-20-02-26-CP,TPCL211125,1,0.01,TPCL211125
BSE,bse_cm,OWL211125,730625,D,OWL-20-2-26-CP,OWL211125,1,0.01,OWL211125
BSE,bse_cm,SSL211125,730627,D,SSL-20-2-26-CP,SSL211125,1,0.01,SSL211125
BSE,bse_cm,GFL241125,730628,D,GFL-23-2-26-CP,GFL241125,1,0.01,GFL241125
BSE,bse_cm,RRVL211125,730629,D,RRVL-20-2-26-CP,RRVL211125,1,0.01,RRVL211125
BSE,bse_cm,NFL211125,730630,D,NFL-20-2-26-CP,NFL211125,1,0.01,NFL211125
BSE,bse_cm,NFL211125A,730631,D,NFL-18-2-26-CP,NFL211125A,1,0.01,NFL211125A
BSE,bse_cm,NFL211125B,730633,D,NFL-23-2-26-CP,NFL211125B,1,0.01,NFL211125B
BSE,bse_cm,SCN211125,730634,D,SCN-20-11-26-CP,SCN211125,1,0.01,SCN211125
BSE,bse_cm,NCS211125,730635,D,NCSL-21-10-26-CP,NCS211125,1,0.01,NCS211125
BSE,bse_cm,SCCL241125,730636,D,SCCL-30-04-26--CP,SCCL241125,1,0.01,SCCL241125
BSE,bse_cm,SSL241125,730637,D,SSL-23-2-26-CP,SSL241125,1,0.01,SSL241125
BSE,bse_cm,NWIL241125,730638,D,NWIL-21-5-26-CP,NWIL241125,1,0.01,NWIL241125
BSE,bse_cm,FFSL241125,730639,D,FFSL-23-2-26-CP,FFSL241125,1,0.01,FFSL241125
BSE,bse_cm,DSP241125,730640,D,DSP-23-2-26-CP,DSP241125,1,0.01,DSP241125
BSE,bse_cm,OWL241125,730641,D,OWL-25-5-26-CP,OWL241125,1,0.01,OWL241125
BSE,bse_cm,OWL241125A,730642,D,OWL-23-2-26,OWL241125A,1,0.01,OWL241125A
BSE,bse_cm,JKCL241125,730643,D,JKCL-23-2-26-CP,JKCL241125,1,0.01,JKCL241125
BSE,bse_cm,IFL241125,730644,D,IFL-30-4-26-CP,IFL241125,1,0.01,IFL241125
BSE,bse_cm,VCL241125,730645,D,VCL-23-2-26-CP,VCL241125,1,0.01,VCL241125
BSE,bse_cm,BGH251125,730646,D,BGH-24-2-26-CP,BGH251125,1,0.01,BGH251125
BSE,bse_cm,IHF251125,730647,D,IHF-24-2-26-CP,IHF251125,1,0.01,IHF251125
BSE,bse_cm,SBIS251125,730648,D,SBICAPSL-24-02-26-CP,SBIS251125,1,0.01,SBIS251125
BSE,bse_cm,BFSL251125,730649,D,BFSL-24-02-26-CP,BFSL251125,1,0.01,BFSL251125
BSE,bse_cm,BFL251125,730650,D,BFL-24-02-26-CP,BFL251125,1,0.01,BFL251125
BSE,bse_cm,NFL251125,730651,D,NFL-19-3-26-CP,NFL251125,1,0.01,NFL251125
BSE,bse_cm,SL261125,730652,D,SL-25-02-26-CP,SL261125,1,0.01,SL261125
BSE,bse_cm,PFL251125,730653,D,PFL-24-2-26-CP,PFL251125,1,0.01,PFL251125
BSE,bse_cm,GHF251125,730654,D,GHF-24-2-26-CP,GHF251125,1,0.01,GHF251125
BSE,bse_cm,PICL261125,730655,D,PIICL-25-2-26-CP,PICL261125,1,0.01,PICL261125
BSE,bse_cm,GHF261125,730656,D,GHF-25-2-26-CP,GHF261125,1,0.01,GHF261125
BSE,bse_cm,JBCP261125,730657,D,JBCIPL-25-02-26-CP,JBCP261125,1,0.01,JBCP261125
BSE,bse_cm,RRVL251125,730658,D,RRVL-24-2-26-CP,RRVL251125,1,0.01,RRVL251125
BSE,bse_cm,FFSL251125,730659,D,FFSL-24-2-26-CP,FFSL251125,1,0.01,FFSL251125
BSE,bse_cm,THDC251125,730660,D,THDCL-24-2-26-CP,THDC251125,1,0.01,THDC251125
BSE,bse_cm,OWL261125,730661,D,OWL-25-2-26-CP,OWL261125,1,0.01,OWL261125
BSE,bse_cm,MFL261125,730662,D,MFL-26-11-26-CP,MFL261125,1,0.01,MFL261125
BSE,bse_cm,PCL061125,730663,D,PCL-4-2-26-CP,PCL061125,1,0.01,PCL061125
BSE,bse_cm,AIL271125,730664,D,AIL-26-2-26-CP,AIL271125,1,0.01,AIL271125
BSE,bse_cm,GFL271125,730665,D,GFL-26-2-26-CP,GFL271125,1,0.01,GFL271125
BSE,bse_cm,SBIC271125,730666,D,SBICAP-25-02-26-CP,SBIC271125,1,0.01,SBIC271125
BSE,bse_cm,TPCL271125,730667,D,TPCL-26-02-26-CP,TPCL271125,1,0.01,TPCL271125
BSE,bse_cm,FFSL271125,730668,D,FFSL-26-2-26-CP,FFSL271125,1,0.01,FFSL271125
BSE,bse_cm,NFL281125,730669,D,NFL-25-5-26-CP,NFL281125,1,0.01,NFL281125
BSE,bse_cm,SSL281125,730670,D,SSL-26-2-26-CP,SSL281125,1,0.01,SSL281125
BSE,bse_cm,ABHF281125,730671,D,ABHFL-27-2-26-CP,ABHF281125,1,0.01,ABHF281125
BSE,bse_cm,SDAL281125,730672,D,SDAL-26-2-26-CP,SDAL281125,1,0.01,SDAL281125
BSE,bse_cm,KFIL281125,730673,D,KFIL-26-2-26-CP,KFIL281125,1,0.01,KFIL281125
BSE,bse_cm,FFSL281125,730674,D,FFSL-27-2-26-CP,FFSL281125,1,0.01,FFSL281125
BSE,bse_cm,JCL281125,730675,D,JCL-27-02-26-CP,JCL281125,1,0.01,JCL281125
BSE,bse_cm,DSPF281125,730677,D,DSPFPL-27-02-26-CP,DSPF281125,1,0.01,DSPF281125
BSE,bse_cm,AEL281125,730679,D,AEL-27-11-26-CP,AEL281125,1,0.01,AEL281125
BSE,bse_cm,KIL21225,730680,D,KECIL-2-3-26-CP,KIL21225,1,0.01,KIL21225
BSE,bse_cm,NMIL21225,730681,D,NMIL-2-3-26-CP,NMIL21225,1,0.01,NMIL21225
BSE,bse_cm,TSL011225,730682,D,TSL-28-2-26-CP,TSL011225,1,0.01,TSL011225
BSE,bse_cm,CGCL021225,730683,D,CGCL-2-6-26-CP,CGCL021225,1,0.01,CGCL021225
BSE,bse_cm,CTPL011225,730684,D,CTPL-27-2-26-CP,CTPL011225,1,0.01,CTPL011225
BSE,bse_cm,IGHP31225,730685,D,IGHPL-2-3-26-CP,IGHP31225,1,0.01,IGHP31225
BSE,bse_cm,AEL21225,730686,D,AEL-1-6-26-CP,AEL21225,1,0.01,AEL21225
BSE,bse_cm,ABHFL21225,730687,D,ABHFL-03-03-26-CP,ABHFL21225,1,0.01,ABHFL21225
BSE,bse_cm,N18MI31225,730688,D,N18MIL-03-03-26-CP,N18MI31225,1,0.01,N18MI31225
BSE,bse_cm,JKCL021225,730690,D,JKCL-2-3-26-CP,JKCL021225,1,0.01,JKCL021225
BSE,bse_cm,TPCL031225,730691,D,TPCL-2-3-26-CP,TPCL031225,1,0.01,TPCL031225
BSE,bse_cm,JBC031225,730692,D,JBC-30-11-26-CP,JBC031225,1,0.01,JBC031225
BSE,bse_cm,IHF031225,730693,D,IHF-29-12-25-CP,IHF031225,1,0.01,IHF031225
BSE,bse_cm,OWL31225,730694,D,OWL-1-6-26-CP,OWL31225,1,0.01,OWL31225
BSE,bse_cm,MFL031225,730695,D,MFL-3-12-26-CP,MFL031225,1,0.01,MFL031225
BSE,bse_cm,MFL031225A,730696,D,MFL-2-3-26-CP,MFL031225A,1,0.01,MFL031225A
BSE,bse_cm,NWML31225,730697,D,NWML-2-3-26-CP,NWML31225,1,0.01,NWML31225
BSE,bse_cm,IGHP41225,730698,D,IGHPL-5-3-26-CP,IGHP41225,1,0.01,IGHP41225
BSE,bse_cm,NM041225,730699,D,NM-5-3-26-CP,NM041225,1,0.01,NM041225
BSE,bse_cm,MFL031225B,730701,D,MFL-2-12-26-CP,MFL031225B,1,0.01,MFL031225B
BSE,bse_cm,NST031225,730702,D,NST-3-3-26-CP,NST031225,1,0.01,NST031225
BSE,bse_cm,BIL041225,730703,D,BIL-2-3-26-CP,BIL041225,1,0.01,BIL041225
BSE,bse_cm,OWL41225,730704,D,OWL-5-3-26-CP,OWL41225,1,0.01,OWL41225
BSE,bse_cm,FFSL041225,730705,D,FFSL-5-3-26-CP,FFSL041225,1,0.01,FFSL041225
BSE,bse_cm,IFPL041225,730706,D,IFPL-30-11-26-CP,IFPL041225,1,0.01,IFPL041225
BSE,bse_cm,CFH041225,730707,D,CFH-5-3-26-CP,CFH041225,1,0.01,CFH041225
BSE,bse_cm,KIL51225,730708,D,KECIL-5-3-26-CP,KIL51225,1,0.01,KIL51225
BSE,bse_cm,BFL041225,730709,D,BFL-5-3-26-CP,BFL041225,1,0.01,BFL041225
BSE,bse_cm,GIL051225,730710,D,GIL-05-03-26-CP,GIL051225,1,0.01,GIL051225
BSE,bse_cm,KMP051225C,730713,D,KMP-23-1-26-CP,KMP051225C,1,0.01,KMP051225C
